0, 1064.25, 106.425, 0.0, 0.69
1, 1165.5, 222.975, 0.0, 0.6
2, 1441.5, 367.125, 0.0, 0.35
3, 1365.25, 503.65, 0.03, 0.38
4, 1413.0, 644.95, 0.0, 0.38
5, 1442.25, 789.175, 0.0, 0.35
6, 1457.25, 934.9, 0.0, 0.34
7, 1400.5, 1074.95, 0.03, 0.35
8, 1435.5, 1218.5, 0.0, 0.36
9, 1443.75, 1362.875, 0.0, 0.35
10, 1415.25, 1397.975, 0.0, 0.38
11, 1406.0, 1422.025, 0.03, 0.35
12, 1410.0, 1418.875, 0.0, 0.38
13, 1441.5, 1426.5, 0.0, 0.35
14, 1441.5, 1429.35, 0.0, 0.35
15, 1445.25, 1429.65, 0.0, 0.35
16, 1424.25, 1426.35, 0.0, 0.37
17, 1384.75, 1424.775, 0.03, 0.36
18, 1428.75, 1424.1, 0.0, 0.36
19, 1439.25, 1423.65, 0.0, 0.35
20, 1440.75, 1426.2, 0.0, 0.35
21, 1423.5, 1427.95, 0.0, 0.37
22, 1425.75, 1429.525, 0.0, 0.37
23, 1436.25, 1429.0, 0.0, 0.36
24, 1434.75, 1428.325, 0.0, 0.36
25, 1372.25, 1421.025, 0.05, 0.35
26, 1443.75, 1422.975, 0.0, 0.35
27, 1427.25, 1427.225, 0.0, 0.36
28, 1440.0, 1428.35, 0.0, 0.35
29, 1418.25, 1426.25, 0.0, 0.37
30, 1437.75, 1425.95, 0.0, 0.36
31, 1401.75, 1423.775, 0.0, 0.39
32, 1432.5, 1424.45, 0.0, 0.36
33, 1419.75, 1422.8, 0.0, 0.37
34, 1412.25, 1420.55, 0.0, 0.38
35, 1416.75, 1425.0, 0.0, 0.37
36, 1389.75, 1419.6, 0.02, 0.37
37, 1419.75, 1418.85, 0.0, 0.37
38, 1401.75, 1415.025, 0.0, 0.39
39, 1437.75, 1416.975, 0.0, 0.36
40, 1406.25, 1413.825, 0.0, 0.38
41, 1454.25, 1419.075, 0.0, 0.34
42, 1381.5, 1413.975, 0.0, 0.41
43, 1416.75, 1413.675, 0.0, 0.37
44, 1362.0, 1408.65, 0.0, 0.42
45, 1413.0, 1408.275, 0.0, 0.38
46, 1409.25, 1410.225, 0.0, 0.38
47, 1419.75, 1410.225, 0.0, 0.37
48, 1411.5, 1411.2, 0.0, 0.38
49, 1413.75, 1408.8, 0.0, 0.38
50, 1434.0, 1411.575, 0.0, 0.36
51, 1427.25, 1408.875, 0.0, 0.36
52, 1409.25, 1411.65, 0.0, 0.38
53, 1351.5, 1405.125, 0.0, 0.43
54, 1431.75, 1412.1, 0.0, 0.36
55, 1400.75, 1410.875, 0.03, 0.35
56, 1434.0, 1413.35, 0.0, 0.36
57, 1437.0, 1415.075, 0.0, 0.36
58, 1391.75, 1413.1, 0.03, 0.36
59, 1422.0, 1413.925, 0.0, 0.37
60, 1428.0, 1413.325, 0.0, 0.36
61, 1411.5, 1411.75, 0.0, 0.38
62, 1433.25, 1414.15, 0.0, 0.36
63, 1446.0, 1423.6, 0.0, 0.35
64, 1401.0, 1420.525, 0.0, 0.39
65, 1377.75, 1418.225, 0.0, 0.41
66, 1425.0, 1417.325, 0.0, 0.37
67, 1434.0, 1417.025, 0.0, 0.36
68, 1390.5, 1416.9, 0.0, 0.4
69, 1435.5, 1418.25, 0.0, 0.36
70, 1418.25, 1417.275, 0.0, 0.37
71, 1434.0, 1419.525, 0.0, 0.36
72, 1428.75, 1419.075, 0.0, 0.36
73, 1391.25, 1413.6, 0.0, 0.4
74, 1374.25, 1410.925, 0.03, 0.37
75, 1448.25, 1417.975, 0.0, 0.35
76, 1438.5, 1419.325, 0.0, 0.35
77, 1271.25, 1403.05, 0.1, 0.37
78, 1413.75, 1405.375, 0.0, 0.38
79, 1422.75, 1404.1, 0.0, 0.37
80, 1420.5, 1404.325, 0.0, 0.37
81, 1418.25, 1402.75, 0.0, 0.37
82, 1423.5, 1402.225, 0.0, 0.37
83, 1341.0, 1397.2, 0.0, 0.44
84, 1412.25, 1401.0, 0.0, 0.38
85, 1421.25, 1398.3, 0.0, 0.37
86, 1440.0, 1398.45, 0.0, 0.35
87, 1382.5, 1409.575, 0.03, 0.36
88, 1434.75, 1411.675, 0.0, 0.36
89, 1401.0, 1409.5, 0.0, 0.39
90, 1424.25, 1409.875, 0.0, 0.37
91, 1425.0, 1410.55, 0.0, 0.37
92, 1432.5, 1411.45, 0.0, 0.36
93, 1333.75, 1410.725, 0.03, 0.4
94, 1393.5, 1408.85, 0.0, 0.39
95, 1413.75, 1408.1, 0.0, 0.38
96, 1436.25, 1407.725, 0.0, 0.36
97, 1422.75, 1411.75, 0.0, 0.37
98, 1421.75, 1410.45, 0.01, 0.36
99, 1383.75, 1408.725, 0.0, 0.4
100, 1400.25, 1406.325, 0.0, 0.39
101, 1400.25, 1403.85, 0.0, 0.39
102, 1441.5, 1404.75, 0.0, 0.35
103, 1412.0, 1412.575, 0.01, 0.37
104, 1419.0, 1415.125, 0.0, 0.37
105, 1404.0, 1414.15, 0.0, 0.39
106, 1443.0, 1414.825, 0.0, 0.35
107, 1429.5, 1415.5, 0.0, 0.36
108, 1433.25, 1416.65, 0.0, 0.36
109, 1413.0, 1419.575, 0.0, 0.38
110, 1412.25, 1420.775, 0.0, 0.38
111, 1432.5, 1424.0, 0.0, 0.36
112, 1438.5, 1423.7, 0.0, 0.35
113, 1412.25, 1423.725, 0.0, 0.38
114, 1402.5, 1422.075, 0.0, 0.39
115, 1396.5, 1421.325, 0.0, 0.39
116, 1390.5, 1416.075, 0.0, 0.4
117, 1384.5, 1411.575, 0.0, 0.4
118, 1438.5, 1412.1, 0.0, 0.35
119, 1419.0, 1412.7, 0.0, 0.37
120, 1398.75, 1411.35, 0.0, 0.39
121, 1388.25, 1406.925, 0.0, 0.4
122, 1428.75, 1405.95, 0.0, 0.36
123, 1415.25, 1406.25, 0.0, 0.38
124, 1392.75, 1405.275, 0.0, 0.4
125, 1427.25, 1408.35, 0.0, 0.36
126, 1426.5, 1411.95, 0.0, 0.37
127, 1428.0, 1416.3, 0.0, 0.36
128, 1370.25, 1409.475, 0.0, 0.42
129, 1384.5, 1406.025, 0.0, 0.4
130, 1424.25, 1408.575, 0.0, 0.37
131, 1387.5, 1408.5, 0.0, 0.4
132, 1369.5, 1402.575, 0.0, 0.42
133, 1400.25, 1401.075, 0.0, 0.39
134, 1387.25, 1400.525, 0.03, 0.36
135, 1415.25, 1399.325, 0.0, 0.38
136, 1396.5, 1396.325, 0.0, 0.39
137, 1386.75, 1392.2, 0.0, 0.4
138, 1407.0, 1395.875, 0.0, 0.38
139, 1421.25, 1399.55, 0.0, 0.37
140, 1392.75, 1396.4, 0.0, 0.4
141, 1428.5, 1400.5, 0.01, 0.35
142, 1247.5, 1388.3, 0.03, 0.48
143, 1415.25, 1389.8, 0.0, 0.38
144, 1423.5, 1393.425, 0.0, 0.37
145, 1407.75, 1392.675, 0.0, 0.38
146, 1421.25, 1395.15, 0.0, 0.37
147, 1385.0, 1394.975, 0.03, 0.37
148, 1429.5, 1397.225, 0.0, 0.36
149, 1396.5, 1394.75, 0.0, 0.39
150, 1300.25, 1385.5, 0.03, 0.44
151, 1429.5, 1385.6, 0.0, 0.36
152, 1390.5, 1399.9, 0.0, 0.4
153, 1400.25, 1398.4, 0.0, 0.39
154, 1428.0, 1398.85, 0.0, 0.36
155, 1422.75, 1400.35, 0.0, 0.37
156, 1405.5, 1398.775, 0.0, 0.38
157, 1429.5, 1403.225, 0.0, 0.36
158, 1414.5, 1401.725, 0.0, 0.38
159, 1410.0, 1403.075, 0.0, 0.38
160, 1406.25, 1413.675, 0.0, 0.38
161, 1386.0, 1409.325, 0.0, 0.4
162, 1424.25, 1412.7, 0.0, 0.37
163, 1434.0, 1416.075, 0.0, 0.36
164, 1435.5, 1416.825, 0.0, 0.36
165, 1403.25, 1414.875, 0.0, 0.39
166, 1410.0, 1415.325, 0.0, 0.38
167, 1419.0, 1414.275, 0.0, 0.37
168, 1413.75, 1414.2, 0.0, 0.38
169, 1404.0, 1413.6, 0.0, 0.39
170, 1397.25, 1412.7, 0.0, 0.39
171, 1406.25, 1414.725, 0.0, 0.38
172, 1421.25, 1414.425, 0.0, 0.37
173, 1376.25, 1408.65, 0.0, 0.41
174, 1401.75, 1405.275, 0.0, 0.39
175, 1405.5, 1405.5, 0.0, 0.38
176, 1419.0, 1406.4, 0.0, 0.37
177, 1401.0, 1404.6, 0.0, 0.39
178, 1406.25, 1403.85, 0.0, 0.38
179, 1420.5, 1405.5, 0.0, 0.37
180, 1336.5, 1399.425, 0.0, 0.45
181, 1440.0, 1402.8, 0.0, 0.35
182, 1404.75, 1401.15, 0.0, 0.38
183, 1427.25, 1406.25, 0.0, 0.36
184, 1416.0, 1407.675, 0.0, 0.37
185, 1406.25, 1407.75, 0.0, 0.38
186, 1401.0, 1405.95, 0.0, 0.39
187, 1389.75, 1404.825, 0.0, 0.4
188, 1366.75, 1400.875, 0.03, 0.38
189, 1425.0, 1401.325, 0.0, 0.37
190, 1425.75, 1410.25, 0.0, 0.37
191, 1428.75, 1409.125, 0.0, 0.36
192, 1441.5, 1412.8, 0.0, 0.35
193, 1415.25, 1411.6, 0.0, 0.38
194, 1409.25, 1410.925, 0.0, 0.38
195, 1394.25, 1409.725, 0.0, 0.39
196, 1395.75, 1409.2, 0.0, 0.39
197, 1424.25, 1412.65, 0.0, 0.37
198, 1397.25, 1415.7, 0.0, 0.39
199, 1437.0, 1416.9, 0.0, 0.36
200, 1395.0, 1413.825, 0.0, 0.39
201, 1379.5, 1408.9, 0.03, 0.36
202, 1413.0, 1406.05, 0.0, 0.38
203, 1440.0, 1408.525, 0.0, 0.35
204, 1422.0, 1409.8, 0.0, 0.37
205, 1417.5, 1412.125, 0.0, 0.37
206, 1432.5, 1415.8, 0.0, 0.36
207, 1430.25, 1416.4, 0.0, 0.36
208, 1389.0, 1415.575, 0.0, 0.4
209, 1408.5, 1412.725, 0.0, 0.38
210, 1385.25, 1411.75, 0.0, 0.4
211, 1410.0, 1414.8, 0.0, 0.38
212, 1416.0, 1415.1, 0.0, 0.37
213, 1390.5, 1410.15, 0.0, 0.4
214, 1412.25, 1409.175, 0.0, 0.38
215, 1425.75, 1410.0, 0.0, 0.37
216, 1421.25, 1408.875, 0.0, 0.37
217, 1373.25, 1403.175, 0.0, 0.41
218, 1424.25, 1406.7, 0.0, 0.37
219, 1428.75, 1408.725, 0.0, 0.36
220, 1429.5, 1413.15, 0.0, 0.36
221, 1351.5, 1407.3, 0.0, 0.43
222, 1396.5, 1405.35, 0.0, 0.39
223, 1434.0, 1409.7, 0.0, 0.36
224, 1362.75, 1404.75, 0.0, 0.42
225, 1411.5, 1403.325, 0.0, 0.38
226, 1393.5, 1400.55, 0.0, 0.39
227, 1392.0, 1402.425, 0.0, 0.4
228, 1389.75, 1398.975, 0.0, 0.4
229, 1428.0, 1398.9, 0.0, 0.36
230, 1416.75, 1397.625, 0.0, 0.37
231, 1423.5, 1404.825, 0.0, 0.37
232, 1409.25, 1406.1, 0.0, 0.38
233, 1344.75, 1397.175, 0.0, 0.44
234, 1421.25, 1403.025, 0.0, 0.37
235, 1437.0, 1405.575, 0.0, 0.36
236, 1431.0, 1409.325, 0.0, 0.36
237, 1417.5, 1411.875, 0.0, 0.37
238, 1427.25, 1415.625, 0.0, 0.36
239, 1428.75, 1415.7, 0.0, 0.36
240, 1379.25, 1411.95, 0.0, 0.41
241, 1341.75, 1403.775, 0.0, 0.44
242, 1423.5, 1405.2, 0.0, 0.37
243, 1428.0, 1413.525, 0.0, 0.36
244, 1401.75, 1411.575, 0.0, 0.39
245, 1419.75, 1409.85, 0.0, 0.37
246, 1348.5, 1401.6, 0.0, 0.43
247, 1402.75, 1400.125, 0.01, 0.37
248, 1410.75, 1398.475, 0.0, 0.38
249, 1392.0, 1394.8, 0.0, 0.4
250, 1434.0, 1400.275, 0.0, 0.36
251, 1419.0, 1408.0, 0.0, 0.37
252, 1425.75, 1408.225, 0.0, 0.37
253, 1417.5, 1407.175, 0.0, 0.37
254, 1383.0, 1405.3, 0.0, 0.4
255, 1396.5, 1402.975, 0.0, 0.39
256, 1424.25, 1410.55, 0.0, 0.37
257, 1403.25, 1410.6, 0.0, 0.39
258, 1383.0, 1407.825, 0.0, 0.4
259, 1416.0, 1410.225, 0.0, 0.37
260, 1414.5, 1408.275, 0.0, 0.38
261, 1422.75, 1408.65, 0.0, 0.37
262, 1411.5, 1407.225, 0.0, 0.38
263, 1422.0, 1407.675, 0.0, 0.37
264, 1436.25, 1413.0, 0.0, 0.36
265, 1387.5, 1412.1, 0.0, 0.4
266, 1407.0, 1410.375, 0.0, 0.38
267, 1423.5, 1412.4, 0.0, 0.37
268, 1434.75, 1417.575, 0.0, 0.36
269, 1422.75, 1418.25, 0.0, 0.37
270, 1422.0, 1419.0, 0.0, 0.37
271, 1430.25, 1419.75, 0.0, 0.36
272, 1404.75, 1419.075, 0.0, 0.38
273, 1383.0, 1415.175, 0.0, 0.4
274, 1425.75, 1414.125, 0.0, 0.37
275, 1437.0, 1419.075, 0.0, 0.36
276, 1443.0, 1422.675, 0.0, 0.35
277, 1414.5, 1421.775, 0.0, 0.38
278, 1419.0, 1420.2, 0.0, 0.37
279, 1419.0, 1419.825, 0.0, 0.37
280, 1396.5, 1417.275, 0.0, 0.39
281, 1422.75, 1416.525, 0.0, 0.37
282, 1417.5, 1417.8, 0.0, 0.37
283, 1419.0, 1421.4, 0.0, 0.37
284, 1425.0, 1421.325, 0.0, 0.37
285, 1427.25, 1420.35, 0.0, 0.36
286, 1413.75, 1417.425, 0.0, 0.38
287, 1434.0, 1419.375, 0.0, 0.36
288, 1354.5, 1412.925, 0.0, 0.43
289, 1376.25, 1408.65, 0.0, 0.41
290, 1409.25, 1409.925, 0.0, 0.38
291, 1395.0, 1407.15, 0.0, 0.39
292, 1405.5, 1405.95, 0.0, 0.38
293, 1413.0, 1405.35, 0.0, 0.38
294, 1317.75, 1394.625, 0.0, 0.46
295, 1441.5, 1396.05, 0.0, 0.35
296, 1425.0, 1397.175, 0.0, 0.37
297, 1404.75, 1394.25, 0.0, 0.38
298, 1395.75, 1398.375, 0.0, 0.39
299, 1443.0, 1405.05, 0.0, 0.35
300, 1352.25, 1399.35, 0.0, 0.43
301, 1362.0, 1396.05, 0.0, 0.42
302, 1380.0, 1393.5, 0.0, 0.41
303, 1290.0, 1381.2, 0.0, 0.49
304, 1383.0, 1387.725, 0.0, 0.4
305, 1426.5, 1386.225, 0.0, 0.37
306, 1280.25, 1371.75, 0.0, 0.5
307, 1419.75, 1373.25, 0.0, 0.37
308, 1430.25, 1376.7, 0.0, 0.36
309, 1409.25, 1373.325, 0.0, 0.38
310, 1445.25, 1382.625, 0.0, 0.35
311, 1425.0, 1388.925, 0.0, 0.37
312, 1417.5, 1392.675, 0.0, 0.37
313, 1353.0, 1398.975, 0.0, 0.43
314, 1395.0, 1400.175, 0.0, 0.39
315, 1397.75, 1397.3, 0.01, 0.38
316, 1382.25, 1407.5, 0.0, 0.4
317, 1428.75, 1408.4, 0.0, 0.36
318, 1402.5, 1405.625, 0.0, 0.39
319, 1431.0, 1407.8, 0.0, 0.36
320, 1401.75, 1403.45, 0.0, 0.39
321, 1432.5, 1404.2, 0.0, 0.36
322, 1431.75, 1405.625, 0.0, 0.36
323, 1428.0, 1413.125, 0.0, 0.36
324, 1426.5, 1416.275, 0.0, 0.37
325, 1431.75, 1419.675, 0.0, 0.36
326, 1385.25, 1419.975, 0.0, 0.4
327, 1407.75, 1417.875, 0.0, 0.38
328, 1405.5, 1418.175, 0.0, 0.38
329, 1440.0, 1419.075, 0.0, 0.35
330, 1390.25, 1417.925, 0.03, 0.36
331, 1414.5, 1416.125, 0.0, 0.38
332, 1410.75, 1414.025, 0.0, 0.38
333, 1410.0, 1412.225, 0.0, 0.38
334, 1369.5, 1406.525, 0.0, 0.42
335, 1389.0, 1402.25, 0.0, 0.4
336, 1423.5, 1406.075, 0.0, 0.37
337, 1404.0, 1405.7, 0.0, 0.39
338, 1432.5, 1408.4, 0.0, 0.36
339, 1392.75, 1403.675, 0.02, 0.37
340, 1380.0, 1402.65, 0.0, 0.41
341, 1368.0, 1398.0, 0.0, 0.42
342, 1425.75, 1399.5, 0.0, 0.37
343, 1429.5, 1401.45, 0.0, 0.36
344, 1416.0, 1406.1, 0.0, 0.37
345, 1417.5, 1408.95, 0.0, 0.37
346, 1434.0, 1410.0, 0.0, 0.36
347, 1395.0, 1409.1, 0.0, 0.39
348, 1416.0, 1407.45, 0.0, 0.37
349, 1412.25, 1409.4, 0.0, 0.38
350, 1380.5, 1409.45, 0.03, 0.37
351, 1416.75, 1414.325, 0.0, 0.37
352, 1386.0, 1410.35, 0.0, 0.4
353, 1417.5, 1409.15, 0.0, 0.37
354, 1355.5, 1403.1, 0.03, 0.38
355, 1401.0, 1401.45, 0.0, 0.39
356, 1359.5, 1394.0, 0.03, 0.39
357, 1392.75, 1393.775, 0.0, 0.4
358, 1436.25, 1395.8, 0.0, 0.36
359, 1356.5, 1390.225, 0.03, 0.39
360, 1407.75, 1392.95, 0.0, 0.38
361, 1397.25, 1391.0, 0.0, 0.39
362, 1428.75, 1395.275, 0.0, 0.36
